"district","type","extraction_template","pathrepl","noderepl","varrepl","typerepl","final"
"29","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""29_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""29*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""29_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""29*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""29_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""29*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""29_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""29*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"30","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""30_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""30*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""30_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""30*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""30_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""30*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""30_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""30*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"31","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""31_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""31*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""31_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""31*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""31_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""31*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""31_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""31*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"32","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""32_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""32*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""32_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""32*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""32_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""32*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""32_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""32*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"33","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""33_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""33*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""33_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""33*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""33_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""33*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""33_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""33*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"34","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""34_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""34*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""34_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""34*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""34_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""34*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""34_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""34*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"36","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""36_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""36*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""36_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""36*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""36_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""36*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""36_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""36*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"37","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""37_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""37*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""37_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""37*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""37_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""37*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""37_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""37*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"38","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""38_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""38*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""38_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""38*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""38_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""38*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""38_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""38*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"39","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""39_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""39*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""39_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""39*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""39_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""39*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""39_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""39*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"40","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""40_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""40*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""40_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""40*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""40_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""40*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""40_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""40*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"41","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""41_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""41*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""41_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""41*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""41_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""41*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""41_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""41*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"42","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""42_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""42*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""42_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""42*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""42_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""42*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""42_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""42*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"43","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""43_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""43*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""43_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""43*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""43_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""43*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""43_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""43*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"44","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""44_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""44*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""44_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""44*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""44_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""44*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""44_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""44*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"45","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""45_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""45*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""45_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""45*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""45_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""45*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""45_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""45*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"50","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""50_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""50*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""50_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""50*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""50_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""50*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""50_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""50*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"51","IrrigDemand","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""51_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""51*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""51_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""51*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""51_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""51*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""51_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""51*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
