Date,09_AGG_IrrigDemand,09_AGG_IrrigSupply,09_AGG_IrrigShortage,09_AGG_IrrigSupDirectFlow,09_AGG_MunDemand,09_AGG_MunSupply,09_AGG_MunShortage,0900731_D_IrrigDemand,0900731_D_IrrigSupply,0900731_D_IrrigShortage,0900731_D_IrrigSupDirectFlow,0900535_IrrigDemand,0900535_IrrigSupply,0900535_IrrigShortage,0900535_IrrigSupDirectFlow,0900752_IrrigDemand,0900752_IrrigSupply,0900752_IrrigShortage,0900752_IrrigSupDirectFlow,0900767_IrrigDemand,0900767_IrrigSupply,0900767_IrrigShortage,0900767_IrrigSupDirectFlow,0900958_IrrigDemand,0900958_IrrigSupply,0900958_IrrigShortage,0900958_IrrigSupDirectFlow,09_ADP003_IrrigDemand,09_ADP003_IrrigSupply,09_ADP003_IrrigShortage,09_ADP003_IrrigSupDirectFlow,09_ASI_TH_MunDemand,09_ASI_TH_MunSupply,09_ASI_TH_MunShortage,09_AMP001_I_MunDemand,09_AMP001_I_MunSupply,09_AMP001_I_MunShortage,09_AMP001_O_MunDemand,09_AMP001_O_MunSupply,09_AMP001_O_MunShortage
1971-08,1320.0000,1358.4040,0.0000,1320.0000,214.0400,214.0300,0.0100,733.0000,733.0000,0.0000,733.0000,15.0000,15.0000,0.0000,15.0000,36.0000,36.0000,0.0000,36.0000,72.0000,72.0000,0.0000,72.0000,451.0000,488.8140,0.0000,451.0000,13.0000,13.5900,0.0000,13.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,148.0500,148.0500,0.0000
1971-09,499.0000,510.9040,0.0000,499.0000,179.2100,179.2000,0.0100,284.0000,284.0000,0.0000,284.0000,7.0000,7.0000,0.0000,7.0000,12.0000,12.0000,0.0000,12.0000,30.0000,30.0000,0.0000,30.0000,161.0000,172.7540,0.0000,161.0000,5.0000,5.1500,0.0000,5.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,113.2200,113.2200,0.0000
1971-10,526.0000,548.0640,32.0000,494.0000,126.9500,126.9400,0.0100,272.0000,301.1760,0.0000,272.0000,7.0000,0.0000,7.0000,0.0000,8.0000,8.9200,0.0000,8.0000,25.0000,0.0000,25.0000,0.0000,212.0000,235.9680,0.0000,212.0000,2.0000,2.0000,0.0000,2.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,60.9600,60.9600,0.0000
1971-11,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1971-12,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1972-01,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1972-02,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1972-03,246.0000,273.5760,0.0000,246.0000,65.9900,65.9800,0.0100,128.0000,142.0240,0.0000,128.0000,2.0000,2.0000,0.0000,2.0000,3.0000,3.4700,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,113.0000,126.0820,0.0000,113.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1972-04,1220.0001,1199.0000,21.0001,1199.0000,144.3700,144.3600,0.0100,635.0001,635.0001,0.0000,635.0001,21.0000,0.0000,21.0000,0.0000,9.0000,9.0000,0.0000,9.0000,0.0000,0.0000,0.0000,0.0000,555.0000,554.9999,.0001,554.9999,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,78.3800,78.3800,0.0000
1972-05,1268.0000,1268.0000,0.0000,1268.0000,196.6300,196.6200,0.0100,666.0000,666.0000,0.0000,666.0000,25.0000,25.0000,0.0000,25.0000,27.0000,27.0000,0.0000,27.0000,110.0000,110.0000,0.0000,110.0000,423.0000,423.0000,0.0000,423.0000,17.0000,17.0000,0.0000,17.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,130.6400,130.6400,0.0000
1972-06,1391.9999,1376.3353,55.2746,1319.4753,231.4600,231.4500,0.0100,759.9999,759.9999,0.0000,759.9999,18.0000,5.1500,12.8500,0.0000,37.0000,37.0000,0.0000,37.0000,92.0000,49.5754,42.4246,37.4754,465.0000,504.0099,0.0000,464.9999,20.0000,20.6000,0.0000,20.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,165.4700,165.4700,0.0000
1972-07,1216.0000,1149.3719,113.0000,1103.0000,240.1700,240.1600,0.0100,622.0000,632.9760,0.0000,622.0000,15.0000,0.0000,15.0000,0.0000,47.0000,47.0000,0.0000,47.0000,98.0000,0.0000,98.0000,0.0000,414.0000,448.7960,0.0000,414.0000,20.0000,20.6000,0.0000,20.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,174.1800,174.1800,0.0000
1972-08,813.0000,810.3800,31.0000,782.0000,214.0400,214.0300,0.0100,450.0000,453.6000,0.0000,450.0000,10.0000,0.0000,10.0000,0.0000,32.0000,32.0000,0.0000,32.0000,21.0000,0.0000,21.0000,0.0000,295.0000,319.6300,0.0000,295.0000,5.0000,5.1500,0.0000,5.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,148.0500,148.0500,0.0000
1972-09,797.0000,783.4705,50.0000,747.0000,179.2100,179.2000,0.0100,425.0000,436.9000,0.0000,425.0000,10.0000,0.0000,10.0000,0.0000,25.0000,25.0000,0.0000,25.0000,40.0000,0.0000,40.0000,0.0000,289.0000,313.5460,0.0000,289.0000,8.0000,8.0246,0.0000,8.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,113.2200,113.2200,0.0000
1972-10,431.0000,453.6380,22.0000,409.0000,126.9500,126.9400,0.0100,232.0000,256.8560,0.0000,232.0000,7.0000,0.0000,7.0000,0.0000,7.0000,7.4300,0.0000,7.0000,15.0000,0.0000,15.0000,0.0000,168.0000,187.3520,0.0000,168.0000,2.0000,2.0000,0.0000,2.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,60.9600,60.9600,0.0000
1972-11,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1972-12,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1973-01,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1973-02,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1973-03,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1973-04,33.0000,33.0000,0.0000,33.0000,144.3700,144.3600,0.0100,19.0000,19.0000,0.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0000,14.0000,0.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,78.3800,78.3800,0.0000
1973-05,72.0000,72.0000,0.0000,72.0000,196.6300,196.6200,0.0100,12.0000,12.0000,0.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0000,35.0000,19.0000,19.0000,0.0000,19.0000,6.0000,6.0000,0.0000,6.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,130.6400,130.6400,0.0000
1973-06,1285.0000,1323.5080,0.0000,1285.0000,231.4600,231.4500,0.0100,700.0000,700.0000,0.0000,700.0000,18.0000,18.0000,0.0000,18.0000,30.0000,30.0000,0.0000,30.0000,108.0000,111.8500,0.0000,108.0000,407.0000,441.1980,0.0000,407.0000,22.0000,22.4600,0.0000,22.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,165.4700,165.4700,0.0000
1973-07,841.0000,790.7809,77.2520,763.0000,240.1700,240.1600,0.0100,435.0000,442.9800,0.0000,435.0000,11.0000,0.7480,10.2520,0.0000,32.0000,32.0000,0.0000,32.0000,67.0000,0.0000,67.0000,0.0000,281.0000,299.9529,0.0000,281.0000,15.0000,15.1000,0.0000,15.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,174.1800,174.1800,0.0000
1973-08,1244.0000,1249.3279,.0001,1243.9999,214.0400,214.0300,0.0100,666.0000,671.3280,0.0000,666.0000,14.0000,14.0000,0.0000,14.0000,47.0000,47.0000,0.0000,47.0000,64.0000,64.0000,0.0000,64.0000,440.0000,439.9999,.0001,439.9999,13.0000,13.0000,0.0000,13.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,148.0500,148.0500,0.0000
1973-09,550.0000,557.7960,0.0000,550.0000,179.2100,179.2000,0.0100,287.0000,294.7960,0.0000,287.0000,7.0000,7.0000,0.0000,7.0000,17.0000,17.0000,0.0000,17.0000,30.0000,30.0000,0.0000,30.0000,202.0000,202.0000,0.0000,202.0000,7.0000,7.0000,0.0000,7.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,113.2200,113.2200,0.0000
1973-10,636.0000,673.0640,0.0000,636.0000,126.9500,126.9400,0.0100,333.0000,369.1640,0.0000,333.0000,8.0000,8.0000,0.0000,8.0000,10.0000,10.9000,0.0000,10.0000,25.0000,25.0000,0.0000,25.0000,257.0000,257.0000,0.0000,257.0000,3.0000,3.0000,0.0000,3.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,60.9600,60.9600,0.0000
1973-11,8.0000,8.5400,0.0000,8.0000,65.9900,65.9800,0.0100,5.0000,5.5400,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1973-12,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1974-01,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1974-02,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1974-03,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1974-04,1026.0000,1026.0000,.0001,1026.0000,144.3700,144.3600,0.0100,508.0000,508.0000,0.0000,508.0000,16.0000,16.0000,0.0000,16.0000,9.0000,9.0000,0.0000,9.0000,0.0000,0.0000,0.0000,0.0000,491.0000,490.9999,.0001,490.9999,2.0000,2.0000,0.0000,2.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,78.3800,78.3800,0.0000
1974-05,1729.0000,1728.9999,.0001,1728.9999,196.6300,196.6200,0.0100,917.0000,916.9999,.0001,916.9999,36.0000,36.0000,0.0000,36.0000,38.0000,38.0000,0.0000,38.0000,133.0000,133.0000,0.0000,133.0000,585.0000,584.9999,.0001,584.9999,20.0000,20.0000,0.0000,20.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,130.6400,130.6400,0.0000
1974-06,1185.0000,1128.7460,89.1700,1074.0000,231.4600,231.4500,0.0100,640.0000,640.0000,0.0000,640.0000,16.0000,7.0000,9.0000,0.0000,30.0000,30.0000,0.0000,30.0000,95.0000,14.8300,80.1700,0.0000,384.0000,416.3760,0.0000,384.0000,20.0000,20.5400,0.0000,20.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,165.4700,165.4700,0.0000
1974-07,1363.0000,1417.1900,0.0000,1363.0000,240.1700,240.1600,0.0100,706.0001,718.6480,0.0000,706.0001,17.0000,17.7380,0.0000,17.0000,53.0000,53.0000,0.0000,53.0000,83.0000,83.0000,0.0000,83.0000,486.0000,526.8040,0.0000,485.9999,18.0000,18.0000,0.0000,18.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,174.1800,174.1800,0.0000
1974-08,1189.0000,1230.5038,0.0000,1189.0000,214.0400,214.0300,0.0100,634.0000,639.0720,0.0000,634.0000,14.0000,15.0658,0.0000,14.0000,47.0000,47.0000,0.0000,47.0000,62.0000,62.0000,0.0000,62.0000,419.0000,454.3660,0.0000,419.0000,13.0000,13.0000,0.0000,13.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,148.0500,148.0500,0.0000
1974-09,683.0000,714.3780,0.0000,683.0000,179.2100,179.2000,0.0100,365.0000,375.4200,0.0000,365.0000,8.0000,8.0000,0.0000,8.0000,21.0000,21.0000,0.0000,21.0000,35.0000,35.0000,0.0000,35.0000,247.0000,267.9580,0.0000,247.0000,7.0000,7.0000,0.0000,7.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,113.2200,113.2200,0.0000
1974-10,442.0000,454.2420,18.0000,424.0000,126.9500,126.9400,0.0100,235.0000,260.3800,0.0000,235.0000,5.0000,0.0000,5.0000,0.0000,7.0000,7.4300,0.0000,7.0000,13.0000,0.0000,13.0000,0.0000,180.0000,184.4320,0.0000,180.0000,2.0000,2.0000,0.0000,2.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,60.9600,60.9600,0.0000
1974-11,2.0000,2.0000,0.0000,2.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1974-12,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1975-01,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1975-02,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1975-03,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1975-04,255.0000,255.0000,0.0000,255.0000,144.3700,144.3600,0.0100,119.0000,119.0000,0.0000,119.0000,5.0000,5.0000,0.0000,5.0000,2.0000,2.0000,0.0000,2.0000,29.0000,29.0000,0.0000,29.0000,100.0000,100.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,78.3800,78.3800,0.0000
1975-05,607.0000,607.0100,0.0000,607.0000,196.6300,196.6200,0.0100,320.0000,320.0000,0.0000,320.0000,11.0000,11.0000,0.0000,11.0000,15.0000,15.0000,0.0000,15.0000,50.0000,50.0000,0.0000,50.0000,204.0000,204.0000,0.0000,204.0000,7.0000,7.0100,0.0000,7.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,130.6400,130.6400,0.0000
1975-06,1077.9999,1113.9739,0.0000,1077.9999,231.4600,231.4500,0.0100,579.9999,579.9999,0.0000,579.9999,16.0000,16.0000,0.0000,16.0000,26.0000,26.0000,0.0000,26.0000,90.0000,98.1000,0.0000,90.0000,347.0000,374.7440,0.0000,347.0000,19.0000,19.1300,0.0000,19.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,165.4700,165.4700,0.0000
1975-07,883.0000,898.0000,.0000,883.0000,240.1700,240.1600,0.0100,457.0000,465.1560,0.0000,457.0000,11.0000,11.6540,0.0000,11.0000,32.0000,32.0000,0.0000,32.0000,68.0000,74.1900,0.0000,68.0000,300.0000,300.0000,0.0000,300.0000,15.0000,15.0000,.0000,15.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,174.1800,174.1800,0.0000
1975-08,908.0000,865.7380,46.1020,858.0000,214.0400,214.0300,0.0100,480.0000,483.8400,0.0000,480.0000,10.0000,3.8980,6.1020,0.0000,37.0000,37.0000,0.0000,37.0000,55.0000,15.0000,40.0000,15.0000,314.0000,314.0000,0.0000,314.0000,12.0000,12.0000,0.0000,12.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,148.0500,148.0500,0.0000
1975-09,897.0000,874.3160,36.0000,861.0000,179.2100,179.2000,0.0100,477.0000,490.3160,0.0000,477.0000,10.0000,0.0000,10.0000,0.0000,29.0000,29.0000,0.0000,29.0000,48.0000,22.0000,26.0000,22.0000,323.0000,323.0000,0.0000,323.0000,10.0000,10.0000,0.0000,10.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,113.2200,113.2200,0.0000
1975-10,708.0000,711.4160,38.0000,670.0000,126.9500,126.9400,0.0100,377.0000,417.5160,0.0000,377.0000,10.0000,0.0000,10.0000,0.0000,10.0000,10.9000,0.0000,10.0000,28.0000,0.0000,28.0000,0.0000,280.0000,280.0000,0.0000,280.0000,3.0000,3.0000,0.0000,3.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,60.9600,60.9600,0.0000
1975-11,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
