Date,38_AGG_IrrigDemand,38_AGG_IrrigSupply,38_AGG_IrrigShortage,38_AGG_IrrigSupDirectFlow,38_AGG_MunDemand,38_AGG_MunSupply,38_AGG_MunShortage,38_ADC033_IrrigDemand,38_ADC034_IrrigDemand,38_ADC035_IrrigDemand,38_ADC036_IrrigDemand,38_ADC037_IrrigDemand,38_ADC038_IrrigDemand,38_ADC039_IrrigDemand,38_ADC040_IrrigDemand,38_ADC033_IrrigSupply,38_ADC034_IrrigSupply,38_ADC035_IrrigSupply,38_ADC036_IrrigSupply,38_ADC037_IrrigSupply,38_ADC038_IrrigSupply,38_ADC039_IrrigSupply,38_ADC040_IrrigSupply,38_ADC033_IrrigShortage,38_ADC034_IrrigShortage,38_ADC035_IrrigShortage,38_ADC036_IrrigShortage,38_ADC037_IrrigShortage,38_ADC038_IrrigShortage,38_ADC039_IrrigShortage,38_ADC040_IrrigShortage,38_ADC033_IrrigSupDirectFlow,38_ADC034_IrrigSupDirectFlow,38_ADC035_IrrigSupDirectFlow,38_ADC036_IrrigSupDirectFlow,38_ADC037_IrrigSupDirectFlow,38_ADC038_IrrigSupDirectFlow,38_ADC039_IrrigSupDirectFlow,38_ADC040_IrrigSupDirectFlow,3800880_D_IrrigDemand,3800880_D_IrrigSupply,3800880_D_IrrigShortage,3800880_D_IrrigSupDirectFlow,3801096_D_IrrigDemand,3801096_D_IrrigSupply,3801096_D_IrrigShortage,3801096_D_IrrigSupDirectFlow,3803713M1_MunDemand,3803713M1_MunSupply,3803713M1_MunShortage,3803713M2_MunDemand,3803713M2_MunSupply,3803713M2_MunShortage
1971-08,16686.0003,16670.5581,24.1673,16651.8144,1130.0000,1130.0000,0.0000,2123.0000,3539.9998,1036.0000,1683.0000,4300.0005,1253.0000,1124.0000,225.0000,2123.0000,3539.9998,1036.0000,1683.0000,4300.0518,1253.0000,1124.0000,233.6738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2123.0000,3539.9998,1036.0000,1683.0000,4300.0005,1253.0000,1124.0000,225.0000,930.0000,905.8327,24.1673,895.8141,472.0000,472.0000,0.0000,472.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1971-09,11305.9999,11306.0195,0.0000,11305.9999,1130.0001,1130.0001,0.0000,1391.0000,2555.0000,688.0000,1102.0000,3093.0000,776.0000,846.9999,104.0000,1391.0000,2555.0000,688.0000,1102.0000,3093.0098,776.0000,846.9999,104.0098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1391.0000,2555.0000,688.0000,1102.0000,3093.0000,776.0000,846.9999,104.0000,406.0000,406.0000,0.0000,406.0000,344.0000,344.0000,0.0000,344.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1971-10,7819.0001,7699.0058,120.0000,7698.9998,1130.0000,1130.0000,0.0000,936.9999,1601.0001,376.0000,688.0000,2396.0000,630.0000,550.0000,80.0000,936.9999,1601.0001,376.0000,688.0000,2396.0027,630.0000,550.0000,80.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,936.9999,1601.0001,376.0000,688.0000,2395.9998,630.0000,550.0000,80.0000,257.0000,137.0000,120.0000,137.0000,304.0000,304.0000,0.0000,304.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1971-11,429.0000,429.0000,0.0000,429.0000,1084.0000,1084.0000,0.0000,15.0000,32.0000,8.0000,12.0000,238.0000,38.0000,21.0000,5.0000,15.0000,32.0000,8.0000,12.0000,238.0000,38.0000,21.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,32.0000,8.0000,12.0000,238.0000,38.0000,21.0000,5.0000,32.0000,32.0000,0.0000,32.0000,28.0000,28.0000,0.0000,28.0000,150.0000,150.0000,0.0000,934.0000,934.0000,0.0000
1971-12,224.0000,224.0000,0.0000,224.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,6.0000,0.0000,105.0000,19.0000,4.0000,0.0000,12.0000,0.0000,6.0000,0.0000,105.0000,19.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,6.0000,0.0000,105.0000,19.0000,4.0000,0.0000,57.0000,57.0000,0.0000,57.0000,21.0000,21.0000,0.0000,21.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1972-01,199.0000,199.0000,0.0000,199.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,6.0000,0.0000,89.0000,20.0000,4.0000,0.0000,12.0000,0.0000,6.0000,0.0000,89.0000,20.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,6.0000,0.0000,89.0000,20.0000,4.0000,0.0000,45.0000,45.0000,0.0000,45.0000,23.0000,23.0000,0.0000,23.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1972-02,207.0000,207.0000,0.0000,207.0000,1130.0000,1130.0000,0.0000,11.0000,0.0000,5.0000,0.0000,104.0000,18.0000,3.0000,0.0000,11.0000,0.0000,5.0000,0.0000,104.0000,18.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,0.0000,5.0000,0.0000,104.0000,18.0000,3.0000,0.0000,49.0000,49.0000,0.0000,49.0000,17.0000,17.0000,0.0000,17.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1972-03,3726.0000,2994.0081,732.0000,2994.0000,1130.0000,1130.0000,0.0000,21.0000,7.0000,15.0000,1.0000,2050.0000,292.0000,105.0000,79.0000,21.0000,7.0000,15.0000,1.0000,2050.0039,292.0000,105.0000,79.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.0000,7.0000,15.0000,1.0000,2050.0000,292.0000,105.0000,79.0000,900.0000,168.0000,732.0000,168.0000,256.0000,256.0000,0.0000,256.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1972-04,1593.0000,1614.3025,0.0000,1593.0000,1130.0001,1130.0001,0.0000,67.0000,129.0000,50.0000,77.0000,522.0000,180.0000,207.0000,77.0000,67.0000,129.0000,50.0000,77.0000,522.0120,189.0585,219.2200,77.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,67.0000,129.0000,50.0000,77.0000,522.0000,180.0000,207.0000,77.0000,171.0000,171.0000,0.0000,171.0000,113.0000,113.0000,0.0000,113.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1972-05,9375.0000,9375.0465,.0001,9374.9999,1180.0000,1180.0000,0.0000,1062.0000,1330.0000,683.0000,913.9999,2360.0000,952.0000,944.0001,365.0000,1062.0000,1330.0000,682.9999,913.9999,2360.0232,952.0000,944.0001,365.0234,0.0000,0.0000,.0001,0.0000,0.0000,0.0000,0.0000,0.0000,1062.0000,1330.0000,682.9999,913.9999,2360.0000,952.0000,944.0001,365.0000,550.0000,550.0000,0.0000,550.0000,215.0000,215.0000,0.0000,215.0000,200.0000,200.0000,0.0000,980.0000,980.0000,0.0000
1972-06,18790.0002,18790.0769,.0001,18790.0002,1130.0001,1130.0001,0.0000,2391.0000,3605.0002,1523.0000,2159.0000,3792.0000,1539.0000,1594.0000,473.0000,2391.0000,3605.0002,1523.0001,2159.0000,3792.0386,1539.0000,1593.9999,473.0381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,.0001,0.0000,2391.0000,3605.0002,1523.0001,2159.0000,3792.0000,1539.0000,1593.9999,473.0000,1094.0000,1094.0000,0.0000,1094.0000,620.0000,620.0000,0.0000,620.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1972-07,18610.0007,18610.1045,0.0000,18610.0008,1130.0000,1130.0000,0.0000,2382.0002,3977.0002,1369.0000,2094.0000,4005.0002,1500.0000,1237.0000,312.0000,2382.0002,3977.0002,1369.0001,2094.0000,4005.0522,1500.0000,1237.0000,312.0517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2382.0002,3977.0002,1369.0001,2094.0000,4005.0002,1500.0000,1237.0000,312.0000,1196.0000,1196.0000,0.0000,1196.0000,537.9999,537.9999,0.0000,537.9999,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1972-08,16204.9999,16220.4409,.0001,16204.9998,1130.0000,1130.0000,0.0000,2115.0000,3553.0000,1036.0000,1656.0001,4066.9998,1187.0000,1063.0000,213.0000,2115.0000,3553.0000,1036.0000,1656.0001,4067.0486,1186.9999,1063.0000,221.3391,0.0000,0.0000,0.0000,0.0000,0.0000,.0001,0.0000,0.0000,2115.0000,3553.0000,1036.0000,1656.0001,4066.9998,1186.9999,1063.0000,213.0000,868.0000,875.0532,0.0000,868.0000,447.0000,447.0000,0.0000,447.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1972-09,11305.9999,11306.0361,0.0000,11305.9999,1130.0001,1130.0001,0.0000,1391.0000,2555.0000,688.0000,1102.0000,3093.0000,776.0000,846.9999,104.0000,1391.0000,2555.0000,688.0000,1102.0000,3093.0181,776.0000,846.9999,104.0181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1391.0000,2555.0000,688.0000,1102.0000,3093.0000,776.0000,846.9999,104.0000,406.0000,406.0000,0.0000,406.0000,344.0000,344.0000,0.0000,344.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1972-10,6378.0000,6365.4522,12.5483,6365.4515,1130.0000,1130.0000,0.0000,644.0000,1274.0000,379.0000,456.0000,2047.0000,460.0000,644.0000,47.0000,644.0000,1274.0000,379.0000,456.0000,2047.0000,460.0000,644.0000,47.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,644.0000,1274.0000,379.0000,456.0000,2046.9998,460.0000,644.0000,47.0000,284.0000,271.4518,12.5483,271.4518,143.0000,143.0000,0.0000,143.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1972-11,429.0000,429.0000,0.0000,429.0000,1084.0000,1084.0000,0.0000,15.0000,32.0000,8.0000,12.0000,238.0000,38.0000,21.0000,5.0000,15.0000,32.0000,8.0000,12.0000,238.0000,38.0000,21.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,32.0000,8.0000,12.0000,238.0000,38.0000,21.0000,5.0000,32.0000,32.0000,0.0000,32.0000,28.0000,28.0000,0.0000,28.0000,150.0000,150.0000,0.0000,934.0000,934.0000,0.0000
1972-12,224.0000,224.0000,0.0000,224.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,6.0000,0.0000,105.0000,19.0000,4.0000,0.0000,12.0000,0.0000,6.0000,0.0000,105.0000,19.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,6.0000,0.0000,105.0000,19.0000,4.0000,0.0000,57.0000,57.0000,0.0000,57.0000,21.0000,21.0000,0.0000,21.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1973-01,199.0000,199.0000,0.0000,199.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,6.0000,0.0000,89.0000,20.0000,4.0000,0.0000,12.0000,0.0000,6.0000,0.0000,89.0000,20.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,6.0000,0.0000,89.0000,20.0000,4.0000,0.0000,45.0000,45.0000,0.0000,45.0000,23.0000,23.0000,0.0000,23.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1973-02,207.0000,207.0000,0.0000,207.0000,1130.0000,1130.0000,0.0000,11.0000,0.0000,5.0000,0.0000,104.0000,18.0000,3.0000,0.0000,11.0000,0.0000,5.0000,0.0000,104.0000,18.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,0.0000,5.0000,0.0000,104.0000,18.0000,3.0000,0.0000,49.0000,49.0000,0.0000,49.0000,17.0000,17.0000,0.0000,17.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1973-03,312.0000,312.0000,0.0000,312.0000,1130.0000,1130.0000,0.0000,21.0000,7.0000,15.0000,1.0000,163.0000,14.0000,3.0000,6.0000,21.0000,7.0000,15.0000,1.0000,163.0000,14.0000,3.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.0000,7.0000,15.0000,1.0000,163.0000,14.0000,3.0000,6.0000,48.0000,48.0000,0.0000,48.0000,34.0000,34.0000,0.0000,34.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1973-04,1863.0000,1863.0021,0.0000,1863.0000,1130.0001,1130.0001,0.0000,150.0000,667.0000,260.0000,88.0000,275.0000,87.0000,168.0000,74.0000,150.0000,667.0000,260.0000,88.0000,275.0009,87.0000,168.0000,74.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,667.0000,260.0000,88.0000,275.0000,87.0000,168.0000,74.0000,85.0000,85.0000,0.0000,85.0000,9.0000,9.0000,0.0000,9.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1973-05,9254.0004,9254.0451,0.0000,9254.0002,1180.0000,1180.0000,0.0000,1031.0000,1319.0001,772.0000,876.0001,2319.0002,900.0000,931.0000,357.0000,1031.0000,1319.0002,772.0000,876.0001,2319.0225,900.0000,931.0000,357.0223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1031.0000,1319.0001,772.0000,876.0001,2319.0000,900.0000,931.0000,357.0000,542.0000,542.0000,0.0000,542.0000,207.0000,207.0000,0.0000,207.0000,200.0000,200.0000,0.0000,980.0000,980.0000,0.0000
1973-06,18790.0002,18790.0420,.0001,18790.0002,1130.0001,1130.0001,0.0000,2391.0000,3605.0002,1523.0000,2159.0000,3792.0000,1539.0000,1594.0000,473.0000,2391.0000,3605.0002,1523.0001,2159.0000,3792.0210,1539.0000,1593.9999,473.0208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,.0001,0.0000,2391.0000,3605.0002,1523.0001,2159.0000,3792.0000,1539.0000,1593.9999,473.0000,1094.0000,1094.0000,0.0000,1094.0000,620.0000,620.0000,0.0000,620.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1973-07,19658.9998,19659.0970,0.0000,19658.9999,1130.0000,1130.0000,0.0000,2523.9998,3844.0000,1904.0000,2583.0000,3790.0000,1530.0000,1475.0000,343.0000,2523.9998,3844.0000,1904.0001,2583.0000,3790.0488,1530.0000,1475.0000,343.0483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2523.9998,3844.0000,1904.0001,2583.0000,3790.0000,1530.0000,1475.0000,343.0000,1123.0000,1123.0000,0.0000,1123.0000,543.0000,543.0000,0.0000,543.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1973-08,14692.0002,14705.0715,.0001,14692.0004,1130.0000,1130.0000,0.0000,1930.0000,3381.0002,864.0000,1400.0001,3648.0000,1095.9999,1023.0000,182.0000,1930.0000,3381.0002,863.9999,1400.0001,3648.0417,1095.9999,1023.0000,188.8884,0.0000,0.0000,.0001,0.0000,0.0000,0.0000,0.0000,0.0000,1930.0000,3381.0002,863.9999,1400.0001,3648.0002,1095.9999,1023.0000,182.0000,762.0000,768.1412,0.0000,762.0000,406.0000,406.0000,0.0000,406.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1973-09,11305.9999,11204.9511,101.0891,11185.6240,1130.0001,1130.0001,0.0000,1391.0000,2555.0000,688.0000,1102.0000,3093.0000,776.0000,846.9999,104.0000,1391.0000,2555.0000,688.0000,1102.0000,3093.0203,776.0000,846.9999,104.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1391.0000,2555.0000,688.0000,1102.0000,3093.0000,776.0000,846.9999,104.0000,406.0000,304.9109,101.0891,285.6240,344.0000,344.0000,0.0000,344.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1973-10,8521.9998,8370.0168,152.0000,8369.9996,1130.0000,1130.0000,0.0000,960.0000,1615.0000,409.0000,717.0000,2832.9998,633.0000,677.0001,85.0000,960.0000,1615.0000,409.0000,717.0000,2833.0081,633.0000,677.0001,85.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,960.0000,1615.0000,409.0000,717.0000,2832.9995,633.0000,677.0001,85.0000,289.0000,137.0000,152.0000,137.0000,304.0000,304.0000,0.0000,304.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1973-11,429.0000,429.0000,0.0000,429.0000,1084.0000,1084.0000,0.0000,15.0000,32.0000,8.0000,12.0000,238.0000,38.0000,21.0000,5.0000,15.0000,32.0000,8.0000,12.0000,238.0000,38.0000,21.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,32.0000,8.0000,12.0000,238.0000,38.0000,21.0000,5.0000,32.0000,32.0000,0.0000,32.0000,28.0000,28.0000,0.0000,28.0000,150.0000,150.0000,0.0000,934.0000,934.0000,0.0000
1973-12,224.0000,224.0000,0.0000,224.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,6.0000,0.0000,105.0000,19.0000,4.0000,0.0000,12.0000,0.0000,6.0000,0.0000,105.0000,19.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,6.0000,0.0000,105.0000,19.0000,4.0000,0.0000,57.0000,57.0000,0.0000,57.0000,21.0000,21.0000,0.0000,21.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1974-01,199.0000,199.0000,0.0000,199.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,6.0000,0.0000,89.0000,20.0000,4.0000,0.0000,12.0000,0.0000,6.0000,0.0000,89.0000,20.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,6.0000,0.0000,89.0000,20.0000,4.0000,0.0000,45.0000,45.0000,0.0000,45.0000,23.0000,23.0000,0.0000,23.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1974-02,207.0000,207.0000,0.0000,207.0000,1130.0000,1130.0000,0.0000,11.0000,0.0000,5.0000,0.0000,104.0000,18.0000,3.0000,0.0000,11.0000,0.0000,5.0000,0.0000,104.0000,18.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,0.0000,5.0000,0.0000,104.0000,18.0000,3.0000,0.0000,49.0000,49.0000,0.0000,49.0000,17.0000,17.0000,0.0000,17.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1974-03,312.0000,312.0000,0.0000,312.0000,1130.0000,1130.0000,0.0000,21.0000,7.0000,15.0000,1.0000,163.0000,14.0000,3.0000,6.0000,21.0000,7.0000,15.0000,1.0000,163.0000,14.0000,3.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.0000,7.0000,15.0000,1.0000,163.0000,14.0000,3.0000,6.0000,48.0000,48.0000,0.0000,48.0000,34.0000,34.0000,0.0000,34.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1974-04,2737.0000,2744.0677,0.0000,2737.0000,1130.0001,1130.0001,0.0000,256.0000,1144.0000,440.0000,152.0000,398.0000,60.0000,74.0000,77.0000,256.0000,1144.0000,440.0000,152.0000,398.0041,63.0195,78.0400,77.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,256.0000,1144.0000,440.0000,152.0000,398.0000,60.0000,74.0000,77.0000,82.0000,82.0000,0.0000,82.0000,54.0000,54.0000,0.0000,54.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1974-05,10417.0000,10199.8614,217.1921,10098.1446,1180.0000,1180.0000,0.0000,1115.0000,1405.0000,772.0000,979.0001,2700.0000,1087.0000,1080.0000,418.0000,1115.0000,1405.0000,772.0000,979.0001,2700.0266,1087.0000,1080.0000,418.0268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1115.0000,1405.0000,772.0000,979.0001,2699.9998,1087.0000,1080.0000,418.0000,614.0000,396.8079,217.1921,295.1448,247.0000,247.0000,0.0000,247.0000,200.0000,200.0000,0.0000,980.0000,980.0000,0.0000
