Date,45_AGG_IrrigDemand,45_AGG_IrrigSupply,45_AGG_IrrigShortage,45_AGG_IrrigSupDirectFlow,45_AGG_MunDemand,45_AGG_MunSupply,45_AGG_MunShortage,45_ADC042_IrrigDemand,45_ADC043_IrrigDemand,45_ADC044_IrrigDemand,45_ADC046_IrrigDemand,45_ADC047_IrrigDemand,45_ADC048_IrrigDemand,45_ADC042_IrrigSupply,45_ADC043_IrrigSupply,45_ADC044_IrrigSupply,45_ADC046_IrrigSupply,45_ADC047_IrrigSupply,45_ADC048_IrrigSupply,45_ADC042_IrrigShortage,45_ADC043_IrrigShortage,45_ADC044_IrrigShortage,45_ADC046_IrrigShortage,45_ADC047_IrrigShortage,45_ADC048_IrrigShortage,45_ADC042_IrrigSupDirectFlow,45_ADC043_IrrigSupDirectFlow,45_ADC044_IrrigSupDirectFlow,45_ADC046_IrrigSupDirectFlow,45_ADC047_IrrigSupDirectFlow,45_ADC048_IrrigSupDirectFlow,4500576_D_IrrigDemand,4500576_D_IrrigSupply,4500576_D_IrrigShortage,4500576_D_IrrigSupDirectFlow,4500632_D_IrrigDemand,4500632_D_IrrigSupply,4500632_D_IrrigShortage,4500632_D_IrrigSupDirectFlow,4500693_D_IrrigDemand,4500693_D_IrrigSupply,4500693_D_IrrigShortage,4500693_D_IrrigSupDirectFlow
1972-02,314.0000,314.0000,0.0000,314.0000,,,,1.0000,13.0000,86.0000,40.0000,69.0000,31.0000,1.0000,13.0000,86.0000,40.0000,69.0000,31.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,13.0000,86.0000,40.0000,69.0000,31.0000,34.0000,34.0000,0.0000,34.0000,40.0000,40.0000,0.0000,40.0000,0.0000,0.0000,0.0000,0.0000
1972-03,1131.0000,1049.5875,91.0000,1031.0000,,,,53.0000,67.0000,174.0000,109.0000,150.0000,304.0000,53.0000,67.0000,174.0000,109.0020,150.0000,304.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.0000,67.0000,174.0000,109.0000,150.0000,304.0000,158.0000,167.5847,0.0000,158.0000,100.0000,9.0000,91.0000,0.0000,16.0000,16.0007,0.0000,16.0000
1972-04,3989.0000,3984.1247,77.4000,3899.0000,,,,273.0000,517.0000,337.0000,241.0000,283.0000,1154.0000,273.0000,517.0000,350.6885,241.0130,283.0000,1154.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,273.0000,517.0000,337.0000,241.0000,283.0000,1154.0000,990.0000,1048.8157,0.0000,990.0000,90.0000,12.6000,77.4000,0.0000,104.0000,104.0075,0.0000,104.0000
1972-05,15634.0000,15140.0790,494.0000,15140.0000,,,,1956.0000,2362.0000,1102.0000,812.0000,1097.0000,3257.0000,1956.0000,2362.0000,1102.0000,812.0250,1097.0000,3257.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1956.0000,2362.0000,1102.0000,812.0000,1097.0000,3257.0000,3783.0000,3783.0249,0.0000,3783.0000,494.0000,0.0000,494.0000,0.0000,771.0000,771.0291,0.0000,771.0000
1972-06,19711.0005,19099.1317,611.9145,18898.0096,,,,2859.0000,2763.0000,1541.0000,969.0000,1830.0000,3508.0000,2859.0000,2763.0000,1541.0000,969.0460,1829.9999,3508.0000,0.0000,0.0000,0.0000,0.0000,.0001,0.0000,2859.0000,2763.0000,1541.0000,969.0000,1829.9999,3508.0000,4744.0005,4367.3369,376.6633,4166.3130,615.0000,408.9900,206.0100,408.9900,882.0000,852.7590,29.2411,852.7067
1972-07,12871.0001,10386.5998,2641.5558,8624.5823,,,,2792.0000,952.0000,1278.0000,508.0000,752.9999,1689.0000,2792.0000,1008.9199,1330.5665,530.3224,778.3468,1689.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2792.0000,951.9999,1278.0000,508.0000,752.9999,1689.0000,3800.0002,1515.3674,2284.6326,0.0000,342.0000,47.8546,294.1454,0.0000,756.9999,694.2221,62.7778,652.5824
1972-08,10589.9998,6947.1265,3779.4421,6641.6208,,,,2201.0000,837.0000,1125.0000,422.0000,659.9999,1052.9999,2201.0000,887.0199,1171.1528,440.2775,682.1184,1052.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2201.0000,836.9999,1125.0000,422.0000,659.9999,1052.9999,3340.0000,0.0000,3340.0000,0.0000,300.0000,0.0000,300.0000,0.0000,652.0000,512.5580,139.4421,343.6210
1972-09,5526.0000,4066.3204,1512.0000,4014.0000,,,,1787.0000,347.0000,467.0000,175.0000,404.0000,553.0000,1787.0000,367.6200,486.0217,182.6398,404.0000,553.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1787.0000,347.0000,467.0000,175.0000,404.0000,553.0000,1387.0000,0.0000,1387.0000,0.0000,125.0000,0.0000,125.0000,0.0000,281.0000,286.0390,0.0000,281.0000
1972-10,2679.0000,2492.6051,186.3969,2462.6195,,,,1237.0000,147.0000,220.0000,105.0000,329.0000,213.0000,1237.0000,147.0000,220.0000,105.0005,329.0000,213.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1237.0000,147.0000,220.0000,105.0000,329.0000,213.0000,174.0000,54.6031,119.3969,24.6195,67.0000,0.0000,67.0000,0.0000,187.0000,187.0015,0.0000,187.0000
1972-11,453.0000,413.0000,40.0000,413.0000,,,,3.0000,15.0000,110.0000,50.0000,113.0000,16.0000,3.0000,15.0000,110.0000,50.0000,113.0000,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,15.0000,110.0000,50.0000,113.0000,16.0000,92.0000,92.0000,0.0000,92.0000,40.0000,0.0000,40.0000,0.0000,14.0000,14.0000,0.0000,14.0000
1972-12,370.0000,326.0000,44.0000,326.0000,,,,3.0000,16.0000,100.0000,47.0000,88.0000,16.0000,3.0000,16.0000,100.0000,47.0000,88.0000,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,16.0000,100.0000,47.0000,88.0000,16.0000,47.0000,47.0000,0.0000,47.0000,44.0000,0.0000,44.0000,0.0000,9.0000,9.0000,0.0000,9.0000
1973-01,336.0000,295.0000,41.0000,295.0000,,,,4.0000,19.0000,96.0000,44.0000,84.0000,15.0000,4.0000,19.0000,96.0000,44.0000,84.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,19.0000,96.0000,44.0000,84.0000,15.0000,33.0000,33.0000,0.0000,33.0000,41.0000,0.0000,41.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1973-02,305.0000,285.0000,20.0000,285.0000,,,,5.0000,13.0000,85.0000,40.0000,69.0000,19.0000,5.0000,13.0000,85.0000,40.0000,69.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,13.0000,85.0000,40.0000,69.0000,19.0000,34.0000,34.0000,0.0000,34.0000,40.0000,20.0000,20.0000,20.0000,0.0000,0.0000,0.0000,0.0000
1973-03,390.0000,390.0000,0.0000,390.0000,,,,8.0000,33.0000,91.0000,83.0000,70.0000,31.0000,8.0000,33.0000,91.0000,83.0000,70.0000,31.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,33.0000,91.0000,83.0000,70.0000,31.0000,34.0000,34.0000,0.0000,34.0000,40.0000,40.0000,0.0000,40.0000,0.0000,0.0000,0.0000,0.0000
1973-04,2043.0000,2010.5504,38.0000,1891.4096,,,,197.0000,326.0000,135.0000,94.0000,244.0000,359.0000,197.0000,326.0000,140.5383,94.0051,244.0000,359.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,197.0000,326.0000,135.0000,94.0000,244.0000,359.0000,515.0000,515.0055,0.0000,423.4096,60.0000,22.0000,38.0000,0.0000,113.0000,113.0015,0.0000,113.0000
1973-05,15626.0001,15345.1045,280.9770,15345.0231,,,,1850.0001,2362.0000,1070.0000,810.9999,1120.0000,3229.0000,1850.0001,2362.0000,1070.0000,811.0255,1120.0000,3229.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1850.0001,2362.0000,1070.0000,810.9999,1120.0000,3229.0000,3903.0000,3903.0264,0.0000,3903.0000,510.0001,229.0230,280.9770,229.0230,771.0000,771.0295,0.0000,771.0000
1973-06,19491.0004,19491.1293,.0001,19491.0002,,,,2545.0000,2763.0000,1513.9999,975.0000,1830.0000,3623.0000,2545.0000,2763.0000,1513.9999,975.0414,1829.9999,3623.0000,0.0000,0.0000,0.0000,0.0000,.0001,0.0000,2545.0000,2763.0000,1513.9999,975.0000,1829.9999,3623.0000,4744.0005,4744.0405,0.0000,4744.0005,615.0000,615.0000,0.0000,615.0000,882.0000,882.0476,0.0000,882.0000
1973-07,14543.0003,14244.0491,304.8378,13303.2972,,,,2910.0000,1232.0000,1334.0000,809.0000,1351.0000,2516.0000,2910.0000,1232.0000,1334.0000,809.0472,1351.0000,2516.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2910.0000,1232.0000,1334.0000,809.0000,1351.0000,2516.0000,3305.0002,3092.4316,212.5684,2210.2742,377.0000,284.7306,92.2694,232.0230,709.0000,714.8396,0.0000,709.0000
1973-08,8935.0001,7197.0467,1858.3243,6092.0001,,,,1987.0001,653.0000,878.0000,340.0000,517.0000,1195.0000,1987.0001,692.3799,914.1566,354.8430,534.2144,1195.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1987.0001,652.9999,878.0000,340.0000,517.0000,1195.0000,2608.0000,896.8393,1711.1608,0.0000,235.0000,87.8364,147.1636,0.0000,522.0000,534.7769,0.0000,522.0000
1973-09,6589.0000,4583.4043,2080.0001,4508.9999,,,,1504.0000,478.0000,643.0000,240.0000,417.0000,883.9999,1504.0000,506.8800,669.5158,250.4774,417.0000,883.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1504.0000,478.0000,643.0000,240.0000,417.0000,883.9999,1908.0001,0.0000,1908.0001,0.0000,172.0000,0.0000,172.0000,0.0000,343.0000,351.5312,0.0000,343.0000
1973-10,4071.0001,3110.1995,993.0273,3054.0001,,,,1120.0000,237.0000,318.0000,115.0000,408.0000,700.0001,1120.0000,251.0200,331.1827,120.0204,408.0000,700.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1120.0000,237.0000,318.0000,115.0000,408.0000,700.0001,932.0000,23.9727,908.0273,0.0000,85.0000,0.0000,85.0000,0.0000,156.0000,156.0036,0.0000,156.0000
1973-11,453.0000,413.0000,40.0000,413.0000,,,,3.0000,15.0000,110.0000,50.0000,113.0000,16.0000,3.0000,15.0000,110.0000,50.0000,113.0000,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,15.0000,110.0000,50.0000,113.0000,16.0000,92.0000,92.0000,0.0000,92.0000,40.0000,0.0000,40.0000,0.0000,14.0000,14.0000,0.0000,14.0000
1973-12,370.0000,326.0000,44.0000,326.0000,,,,3.0000,16.0000,100.0000,47.0000,88.0000,16.0000,3.0000,16.0000,100.0000,47.0000,88.0000,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,16.0000,100.0000,47.0000,88.0000,16.0000,47.0000,47.0000,0.0000,47.0000,44.0000,0.0000,44.0000,0.0000,9.0000,9.0000,0.0000,9.0000
1974-01,336.0000,299.0000,37.0000,299.0000,,,,4.0000,19.0000,96.0000,44.0000,84.0000,15.0000,4.0000,19.0000,96.0000,44.0000,84.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,19.0000,96.0000,44.0000,84.0000,15.0000,33.0000,33.0000,0.0000,33.0000,41.0000,4.0000,37.0000,4.0000,0.0000,0.0000,0.0000,0.0000
1974-02,305.0000,271.0000,34.0000,271.0000,,,,5.0000,13.0000,85.0000,40.0000,69.0000,19.0000,5.0000,13.0000,85.0000,40.0000,69.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,13.0000,85.0000,40.0000,69.0000,19.0000,34.0000,34.0000,0.0000,34.0000,40.0000,6.0000,34.0000,6.0000,0.0000,0.0000,0.0000,0.0000
1974-03,390.0000,350.0000,40.0000,350.0000,,,,8.0000,33.0000,91.0000,83.0000,70.0000,31.0000,8.0000,33.0000,91.0000,83.0000,70.0000,31.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,33.0000,91.0000,83.0000,70.0000,31.0000,34.0000,34.0000,0.0000,34.0000,40.0000,0.0000,40.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1974-04,2603.9999,2571.6515,66.6000,2531.9999,,,,249.0000,440.0000,231.0000,138.0000,217.0000,579.9999,249.0000,440.0000,231.0000,138.0074,217.0000,579.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,249.0000,440.0000,231.0000,138.0000,217.0000,579.9999,573.0000,607.2397,0.0000,573.0000,72.0000,5.4000,66.6000,0.0000,104.0000,104.0044,0.0000,104.0000
1974-05,20486.0006,19806.1106,680.0000,19806.0005,,,,2489.0000,2915.0000,1342.0001,976.0000,1500.0000,4329.0005,2489.0000,2915.0000,1342.0001,976.0347,1500.0000,4329.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2489.0000,2915.0000,1342.0001,976.0000,1500.0000,4329.0005,5221.0000,5221.0352,0.0000,5221.0000,680.0000,0.0000,680.0000,0.0000,1034.0000,1034.0402,0.0000,1033.9999
1974-06,20113.0005,18575.7378,1537.3080,18413.6336,,,,3190.0000,2763.0000,1525.0000,987.0001,1830.0000,3577.0000,3190.0000,2763.0000,1525.0000,987.0458,1829.9999,3577.0000,0.0000,0.0000,0.0000,0.0000,.0001,0.0000,3190.0000,2763.0000,1525.0000,987.0001,1829.9999,3577.0000,4744.0005,3724.9431,1019.0569,3562.9370,615.0000,125.9900,489.0100,125.9900,882.0000,852.7590,29.2411,852.7067
1974-07,12379.0001,10083.1246,2464.7593,8332.9278,,,,2443.0000,928.0000,1248.0000,518.0000,735.0001,1726.0000,2443.0000,983.8799,1299.3358,540.7589,759.6318,1726.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2443.0000,928.0000,1248.0000,518.0000,735.0001,1726.0000,3708.0000,1576.2407,2131.7593,0.0000,333.0000,0.0000,333.0000,0.0000,740.0000,754.2775,0.0000,734.9277
1974-08,9662.0003,6520.7763,3261.4247,6337.1287,,,,1988.0001,732.0000,984.9999,380.0000,578.0001,1240.0000,1988.0001,775.7200,1025.4093,396.5892,597.4821,1240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1988.0001,732.0000,984.9999,380.0000,578.0001,1240.0000,2923.0002,0.0000,2923.0002,0.0000,263.0000,0.0000,263.0000,0.0000,572.9999,497.5756,75.4244,434.1286
1974-09,6652.9998,4561.8427,2157.7988,4465.3832,,,,1586.9999,487.0000,653.0000,245.0000,426.0000,770.0001,1586.9999,516.0200,679.9260,255.6957,426.0000,770.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1586.9999,487.0000,653.0000,245.0000,426.0000,770.0001,1939.9999,0.0000,1939.9999,0.0000,175.0000,0.0000,175.0000,0.0000,370.0000,327.2010,42.7989,297.3832
1974-10,3895.0001,3056.0746,867.0134,3019.0000,,,,1324.0000,203.0000,273.0000,100.0000,354.0000,600.0000,1324.0000,215.3800,284.3366,104.3656,354.0000,600.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1324.0000,203.0000,273.0000,100.0000,354.0000,600.0000,803.0001,8.9866,794.0134,0.0000,73.0000,0.0000,73.0000,0.0000,165.0000,165.0057,0.0000,165.0000
1974-11,786.0000,786.0000,0.0000,786.0000,,,,486.0000,0.0000,37.0000,0.0000,48.0000,213.0000,486.0000,0.0000,37.0000,0.0000,48.0000,213.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,486.0000,0.0000,37.0000,0.0000,48.0000,213.0000,2.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1974-12,125.0000,125.0000,0.0000,125.0000,,,,32.0000,0.0000,44.0000,3.0000,45.0000,1.0000,32.0000,0.0000,44.0000,3.0000,45.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.0000,0.0000,44.0000,3.0000,45.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1975-01,147.0000,147.0000,0.0000,147.0000,,,,0.0000,0.0000,55.0000,30.0000,59.0000,3.0000,0.0000,0.0000,55.0000,30.0000,59.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.0000,30.0000,59.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1975-02,126.0000,126.0000,0.0000,126.0000,,,,0.0000,0.0000,55.0000,21.0000,45.0000,5.0000,0.0000,0.0000,55.0000,21.0000,45.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.0000,21.0000,45.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1975-03,173.0000,173.0000,0.0000,173.0000,,,,0.0000,13.0000,49.0000,58.0000,45.0000,8.0000,0.0000,13.0000,49.0000,58.0000,45.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,49.0000,58.0000,45.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1975-04,1047.0000,1031.2996,17.0000,1030.0000,,,,81.0000,203.0000,144.0000,79.0000,127.0000,179.0000,81.0000,203.0000,144.0000,79.0024,127.0000,179.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.0000,203.0000,144.0000,79.0000,127.0000,179.0000,187.0000,188.2965,0.0000,187.0000,17.0000,0.0000,17.0000,0.0000,30.0000,30.0007,0.0000,30.0000
1975-05,13069.0000,12853.0798,215.9770,12853.0230,,,,1300.0000,2280.0000,1151.0000,524.0000,820.0000,2343.0000,1300.0000,2280.0000,1151.0000,524.0186,820.0000,2343.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1300.0000,2280.0000,1151.0000,524.0000,820.0000,2343.0000,3631.0000,3631.0195,0.0000,3631.0000,380.0000,164.0230,215.9770,164.0230,640.0000,640.0187,0.0000,640.0000
1975-06,23500.0001,23500.1075,.0002,23499.9999,,,,2496.0002,3941.0000,2139.9998,1056.9999,2073.0002,3923.0000,2496.0000,3941.0000,2139.9998,1057.0339,2073.0002,3923.0000,.0002,0.0000,0.0000,0.0000,0.0000,0.0000,2496.0000,3941.0000,2139.9998,1056.9999,2073.0002,3923.0000,6312.0000,6312.0337,0.0000,6312.0000,641.0000,641.0000,0.0000,641.0000,917.0000,917.0399,0.0000,917.0000
1975-07,15689.0001,15358.8492,424.1110,14421.5585,,,,2722.0000,1961.0001,1317.0000,869.0000,1317.0000,2193.0000,2722.0000,1961.0001,1370.8928,869.0560,1317.0000,2193.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2722.0000,1961.0001,1317.0000,869.0000,1317.0000,2193.0000,4183.0000,3758.8892,424.1110,2915.5583,352.0000,372.9200,0.0000,352.0000,775.0000,794.0911,0.0000,775.0000
