Date,08_AGG_IrrigDemand,08_AGG_IrrigSupply,08_AGG_IrrigShortage,08_AGG_IrrigSupDirectFlow,08_AGG_MunDemand,08_AGG_MunSupply,08_AGG_MunShortage,0801400_IrrigDemand,0801400_IrrigSupply,0801400_IrrigShortage,0801400_IrrigSupDirectFlow,0801414_IrrigDemand,0801414_IrrigSupply,0801414_IrrigShortage,0801414_IrrigSupDirectFlow,0801008_IrrigDemand,0801008_IrrigSupply,0801008_IrrigShortage,0801008_IrrigSupDirectFlow,0801413_IrrigDemand,0801413_IrrigSupply,0801413_IrrigShortage,0801413_IrrigSupDirectFlow,0801241_IrrigDemand,0801241_IrrigSupply,0801241_IrrigShortage,0801241_IrrigSupDirectFlow,0801125_IrrigDemand,0801125_IrrigSupply,0801125_IrrigShortage,0801125_IrrigSupDirectFlow,0801128_IrrigDemand,0801128_IrrigSupply,0801128_IrrigShortage,0801128_IrrigSupDirectFlow,0801416_IrrigDemand,0801416_IrrigSupply,0801416_IrrigShortage,0801416_IrrigSupDirectFlow,0801124_IrrigDemand,0801124_IrrigSupply,0801124_IrrigShortage,0801124_IrrigSupDirectFlow,0801403_IrrigDemand,0801403_IrrigSupply,0801403_IrrigShortage,0801403_IrrigSupDirectFlow,0801492_IrrigDemand,0801492_IrrigSupply,0801492_IrrigShortage,0801492_IrrigSupDirectFlow,0801362_IrrigDemand,0801362_IrrigSupply,0801362_IrrigShortage,0801362_IrrigSupDirectFlow,0801007_IrrigDemand,0801007_IrrigSupply,0801007_IrrigShortage,0801007_IrrigSupDirectFlow,0801404_IrrigDemand,0801404_IrrigSupply,0801404_IrrigShortage,0801404_IrrigSupDirectFlow,0801009_D_IrrigDemand,0801009_D_IrrigSupply,0801009_D_IrrigShortage,0801009_D_IrrigSupDirectFlow,0801127_IrrigDemand,0801127_IrrigSupply,0801127_IrrigShortage,0801127_IrrigSupDirectFlow,0801240_IrrigDemand,0801240_IrrigSupply,0801240_IrrigShortage,0801240_IrrigSupDirectFlow,0801235_IrrigDemand,0801235_IrrigSupply,0801235_IrrigShortage,0801235_IrrigSupDirectFlow,0801406_IrrigDemand,0801406_IrrigSupply,0801406_IrrigShortage,0801406_IrrigSupDirectFlow,0801412_IrrigDemand,0801412_IrrigSupply,0801412_IrrigShortage,0801412_IrrigSupDirectFlow,0801405_IrrigDemand,0801405_IrrigSupply,0801405_IrrigShortage,0801405_IrrigSupDirectFlow,0801237_IrrigDemand,0801237_IrrigSupply,0801237_IrrigShortage,0801237_IrrigSupDirectFlow,08_ADP002_IrrigDemand,08_ADP002_IrrigSupply,08_ADP002_IrrigShortage,08_ADP002_IrrigSupDirectFlow,08_ADP004_IrrigDemand,08_ADP004_IrrigSupply,08_ADP004_IrrigShortage,08_ADP004_IrrigSupDirectFlow,08_ADP003_IrrigDemand,08_ADP003_IrrigSupply,08_ADP003_IrrigShortage,08_ADP003_IrrigSupDirectFlow,08_Aurora_I_MunDemand,08_Aurora_I_MunSupply,08_Aurora_I_MunShortage,08_Aurora_O_MunDemand,08_Aurora_O_MunSupply,08_Aurora_O_MunShortage,08_Denver_I_MunDemand,08_Denver_I_MunSupply,08_Denver_I_MunShortage,08_Denver_O_MunDemand,08_Denver_O_MunSupply,08_Denver_O_MunShortage,08_Englwd_I_MunDemand,08_Englwd_I_MunSupply,08_Englwd_I_MunShortage,08_Englwd_O_MunDemand,08_Englwd_O_MunSupply,08_Englwd_O_MunShortage
1980-05,1867.0000,1875.6939,3.9581,1757.0420,28129.2804,28129.2813,.0001,24.0000,24.0000,0.0000,24.0000,45.0000,45.0000,0.0000,45.0000,175.0000,175.0000,.0000,175.0000,32.0000,32.0000,0.0000,32.0000,35.0000,35.0000,0.0000,35.0000,140.0000,140.0000,0.0000,140.0000,12.0000,12.0000,0.0000,12.0000,52.0000,52.0000,0.0000,52.0000,16.0000,16.0000,0.0000,16.0000,47.0000,43.0420,3.9581,43.0420,12.0000,12.0000,0.0000,12.0000,60.0000,60.0000,0.0000,60.0000,50.0000,50.0000,0.0000,50.0000,46.0000,47.7800,0.0000,35.0000,100.0000,100.0000,0.0000,100.0000,23.0000,23.0000,0.0000,23.0000,27.0000,27.0000,0.0000,27.0000,33.0000,33.0000,0.0000,33.0000,5.0000,5.0000,0.0000,5.0000,192.0000,192.0000,0.0000,192.0000,17.0000,17.0240,0.0000,12.0000,32.0000,32.0000,0.0000,32.0000,152.0000,162.8480,0.0000,62.0000,482.0000,482.0000,0.0000,482.0000,58.0000,58.0000,0.0000,58.0000,2332.6499,2332.6499,0.0000,3425.3999,3425.3999,0.0000,8635.3906,8635.3906,.0001,13303.7100,13303.7109,0.0000,178.2800,178.2800,.0000,253.8500,253.8500,0.0000
1980-06,4092.0001,3487.2671,606.8954,3297.8528,32658.0907,32658.0903,.0005,46.0000,2.9600,43.0400,0.0000,126.0000,110.0843,15.9157,110.0843,725.0001,725.0001,.0000,725.0001,48.0000,9.1000,38.9000,0.0000,68.0000,68.0000,0.0000,68.0000,235.0000,235.0000,0.0000,235.0000,23.0000,23.0000,0.0000,23.0000,79.0000,58.5423,20.4577,52.7733,33.0000,33.0000,0.0000,33.0000,100.0000,43.0764,56.9236,41.6535,29.0000,0.0000,29.0000,0.0000,100.0000,100.0000,0.0000,100.0000,250.0000,250.0000,0.0000,250.0000,119.0000,63.3416,55.6584,49.3416,431.0000,431.0000,0.0000,431.0000,36.0000,36.0000,0.0000,36.0000,56.0000,57.6925,0.0000,56.0000,100.0000,100.0000,0.0000,100.0000,16.0000,0.0000,16.0000,0.0000,231.0000,231.0000,0.0000,231.0000,37.0000,37.4700,0.0000,25.0000,86.0000,86.0000,0.0000,86.0000,473.0000,142.0000,331.0000,0.0000,551.0000,551.0000,0.0000,551.0000,94.0000,94.0000,0.0000,94.0000,2332.6499,2332.6499,0.0000,4338.8501,4338.8496,.0005,8635.3896,8635.3896,0.0000,16851.3711,16851.3711,0.0000,178.2800,178.2800,0.0000,321.5500,321.5500,0.0000
1980-07,2670.0000,2070.8538,627.7952,1907.7670,33790.2896,33790.2896,0.0000,31.0000,0.0000,31.0000,0.0000,106.0000,64.7670,41.2330,64.7670,525.0000,525.0000,.0000,525.0000,30.0000,0.0000,30.0000,0.0000,35.0000,35.4408,0.0000,35.0000,119.0000,128.7070,0.0000,119.0000,11.0000,11.3240,0.0000,11.0000,42.0000,8.6110,33.3890,0.0000,11.0000,11.3240,0.0000,11.0000,65.0000,0.0000,65.0000,0.0000,21.0000,0.0000,21.0000,0.0000,57.0000,57.0000,0.0000,57.0000,200.0000,200.0000,0.0000,200.0000,84.0000,9.0000,75.0000,0.0000,317.0000,317.0000,0.0000,317.0000,11.0000,11.3240,0.0000,11.0000,27.0000,29.2280,0.0000,27.0000,68.0000,68.0000,0.0000,68.0000,9.0000,0.0000,9.0000,0.0000,94.0000,99.7000,0.0000,94.0000,25.0000,10.0000,15.0000,0.0000,45.0000,45.0000,0.0000,45.0000,365.0000,91.0000,274.0000,0.0000,323.0000,332.6012,0.0000,323.0000,49.0000,15.8268,33.1732,0.0000,2332.6499,2332.6499,0.0000,4567.2100,4567.2100,0.0000,8635.3906,8635.3906,0.0000,17738.2891,17738.2891,0.0000,178.2800,178.2800,0.0000,338.4700,338.4700,0.0000
1980-08,2171.0000,1979.6257,212.1067,1759.5992,30393.6905,30393.6895,0.0012,20.0000,0.0000,20.0000,0.0000,52.0000,52.0000,0.0000,52.0000,525.0000,525.0000,.0000,525.0000,21.0000,21.0000,0.0000,21.0000,31.0000,34.0396,0.0000,31.0000,122.0000,133.6904,0.0000,89.0000,10.0000,10.8400,0.0000,10.0000,26.0000,26.0000,0.0000,26.0000,11.0000,11.3240,0.0000,11.0000,40.0000,40.0000,0.0000,40.0000,12.0000,0.0000,12.0000,0.0000,51.0000,52.9900,0.0000,51.0000,200.0000,200.0000,0.0000,200.0000,50.0000,10.0000,40.0000,0.0000,317.0000,317.0000,0.0000,317.0000,10.0000,10.8400,0.0000,0.0000,27.0000,28.1292,0.0000,27.0000,23.0000,23.0000,0.0000,23.0000,5.0000,0.0000,5.0000,0.0000,63.0000,63.6500,0.0000,63.0000,13.0000,12.5992,0.4008,1.5992,43.0000,43.2292,0.0000,43.0000,248.0000,135.0000,113.0000,0.0000,229.0000,229.0000,0.0000,229.0000,22.0000,0.2941,21.7059,0.0000,2332.6499,2332.6499,.0000,3882.1299,3882.1299,0.0000,8635.3906,8635.3896,0.0011,15077.5400,15077.5400,0.0000,178.2800,178.2800,.0000,287.7000,287.7000,0.0000
1980-09,1875.0000,1636.5965,246.8067,1450.1679,25864.8999,25864.8999,.0003,21.0000,0.0000,21.0000,0.0000,55.0000,55.0000,0.0000,55.0000,425.0000,425.0000,.0000,425.0000,23.0000,23.0000,0.0000,23.0000,23.0000,26.4165,0.0000,23.0000,95.0000,79.2229,15.7771,5.1975,8.0000,8.8720,0.0000,8.0000,27.0000,27.0000,0.0000,27.0000,8.0000,5.0000,3.0000,0.0000,42.0000,41.6535,0.3465,41.6535,13.0000,0.0000,13.0000,0.0000,48.0000,50.5200,0.0000,48.0000,171.0000,171.0000,0.0000,171.0000,54.0000,45.3169,8.6831,38.3169,207.0000,207.0000,0.0000,207.0000,8.0000,8.8720,0.0000,8.0000,22.0000,22.0000,0.0000,22.0000,19.0000,19.0000,0.0000,19.0000,5.0000,0.0000,5.0000,0.0000,78.0000,78.0000,0.0000,78.0000,16.0000,16.0000,0.0000,9.0000,31.0000,31.7228,0.0000,31.0000,235.0000,78.0000,157.0000,0.0000,218.0000,218.0000,0.0000,211.0000,23.0000,0.0000,23.0000,0.0000,2332.6499,2332.6499,0.0000,2968.6797,2968.6797,.0002,8635.3896,8635.3896,.0001,11529.8906,11529.8906,0.0000,178.2800,178.2800,0.0000,220.0100,220.0100,0.0000
1980-10,633.0000,563.2730,110.8749,433.8642,19071.7004,19071.7004,.0001,10.0000,0.0000,10.0000,0.0000,32.0000,32.0000,0.0000,32.0000,23.0000,26.9260,0.0000,23.0000,8.0000,9.4000,0.0000,8.0000,16.0000,19.2462,0.0000,16.0000,83.0000,59.9283,23.0717,30.6674,7.0000,7.3880,0.0000,7.0000,15.0000,15.0000,0.0000,15.0000,7.0000,7.3880,0.0000,7.0000,22.0000,22.0000,0.0000,22.0000,7.0000,0.0000,7.0000,0.0000,35.0000,38.1500,0.0000,35.0000,17.0000,19.2480,0.0000,17.0000,29.0000,5.1968,23.8032,4.1968,37.0000,40.3520,0.0000,37.0000,7.0000,7.3880,0.0000,7.0000,16.0000,16.0000,0.0000,16.0000,8.0000,8.6800,0.0000,8.0000,3.0000,0.0000,3.0000,0.0000,28.0000,32.4000,0.0000,28.0000,9.0000,9.0000,0.0000,8.0000,16.0000,19.2462,0.0000,16.0000,91.0000,57.0000,34.0000,0.0000,97.0000,111.3354,0.0000,97.0000,10.0000,0.0000,10.0000,0.0000,2332.6499,2332.6499,.0001,1598.5200,1598.5200,0.0000,8635.3906,8635.3906,0.0000,6208.3999,6208.3999,0.0000,178.2800,178.2800,.0000,118.4600,118.4600,0.0000
1980-11,0.0000,0.0000,0.0000,0.0000,11146.3196,11146.3196,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2332.6499,2332.6499,.0000,0.0000,0.0000,0.0000,8635.3896,8635.3896,0.0000,0.0000,0.0000,0.0000,178.2800,178.2800,0.0000,0.0000,0.0000,0.0000
1980-12,0.0000,0.0000,0.0000,0.0000,11146.3205,11146.3205,.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2332.6499,2332.6499,0.0000,0.0000,0.0000,0.0000,8635.3906,8635.3906,.0002,0.0000,0.0000,0.0000,178.2800,178.2800,.0000,0.0000,0.0000,0.0000
1981-01,0.0000,0.0000,0.0000,0.0000,11146.3205,11146.3215,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2332.6499,2332.6499,0.0000,0.0000,0.0000,0.0000,8635.3906,8635.3916,0.0000,0.0000,0.0000,0.0000,178.2800,178.2800,.0000,0.0000,0.0000,0.0000
1981-02,0.0000,0.0000,0.0000,0.0000,11146.3195,11146.3195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2332.6499,2332.6499,0.0000,0.0000,0.0000,0.0000,8635.3896,8635.3896,0.0000,0.0000,0.0000,0.0000,178.2800,178.2800,0.0000,0.0000,0.0000,0.0000
1981-03,11.0000,11.2120,0.0000,11.0000,11146.3205,11146.3208,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.1240,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,2.0000,2.0000,2.0880,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2332.6499,2332.6501,0.0000,0.0000,0.0000,0.0000,8635.3906,8635.3906,0.0000,0.0000,0.0000,0.0000,178.2800,178.2800,.0000,0.0000,0.0000,0.0000
1981-04,1287.0000,931.3325,356.1435,920.7576,21336.0998,21336.1000,0.0000,2.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,300.0000,300.0000,.0000,300.0000,0.0000,0.0000,0.0000,0.0000,37.0000,37.4760,0.0000,37.0000,274.0000,0.8463,273.1537,0.8463,17.0000,6.8973,10.1027,1.8539,0.0000,0.0000,0.0000,0.0000,38.0000,1.4484,36.5516,0.0000,2.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,91.0000,91.0000,0.0000,91.0000,88.0000,88.0000,0.0000,88.0000,2.0000,2.0000,0.0000,2.0000,155.0000,155.0000,0.0000,155.0000,17.0000,8.2483,8.7517,4.6453,26.0000,26.0000,0.0000,26.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.0000,0.0000,9.0000,0.0000,0.0000,0.0000,0.0000,69.0000,69.0000,0.0000,69.0000,133.0000,119.4162,13.5838,119.4121,13.0000,13.0000,0.0000,13.0000,14.0000,0.0000,14.0000,0.0000,2332.6499,2332.6501,0.0000,2055.2397,2055.2397,0.0000,8635.3896,8635.3896,0.0000,7982.2305,7982.2305,0.0000,178.2800,178.2800,0.0000,152.3100,152.3100,0.0000
1981-05,1799.0000,1799.1633,24.2151,1673.7849,28129.2804,28129.2806,.0000,24.0000,24.0400,0.0000,24.0000,65.0000,65.0000,0.0000,65.0000,114.0000,114.0000,.0000,114.0000,29.0000,29.0000,0.0000,29.0000,20.0000,20.0000,0.0000,20.0000,83.0000,83.0000,0.0000,78.0000,11.0000,11.0000,0.0000,11.0000,59.0000,59.0000,0.0000,59.0000,14.0000,14.0000,0.0000,14.0000,57.0000,43.0420,13.9580,43.0420,16.0000,5.7430,10.2570,5.7430,29.0000,29.0000,0.0000,29.0000,55.0000,55.0000,0.0000,55.0000,63.0000,63.0633,0.0000,60.0000,133.0000,133.0000,0.0000,133.0000,12.0000,12.0000,0.0000,12.0000,15.0000,15.0000,0.0000,15.0000,53.0000,53.0000,0.0000,53.0000,8.0000,8.0000,0.0000,8.0000,146.0000,146.0000,0.0000,146.0000,21.0000,21.0000,.0000,18.0000,28.0000,28.0000,0.0000,28.0000,245.0000,269.2751,0.0000,155.0000,431.0000,431.0000,0.0000,431.0000,68.0000,68.0000,0.0000,68.0000,2332.6499,2332.6501,0.0000,3425.3999,3425.3999,0.0000,8635.3906,8635.3906,.0000,13303.7100,13303.7100,0.0000,178.2800,178.2800,.0000,253.8500,253.8500,0.0000
1981-06,2694.0000,2338.6215,395.6147,1977.5587,32658.0907,32658.0910,0.0000,36.0000,0.0400,35.9600,0.0000,107.0000,107.0000,0.0000,107.0000,343.0000,343.0000,.0000,343.0000,34.0000,4.4500,29.5500,0.0000,40.0000,44.1156,0.0000,40.0000,172.0000,174.8586,0.0000,140.0000,18.0000,18.0000,0.0000,18.0000,49.0000,50.7160,0.0000,49.0000,18.0000,18.0000,0.0000,18.0000,75.0000,41.6535,33.3465,41.6535,25.0000,0.0000,25.0000,0.0000,71.0000,71.0000,0.0000,71.0000,142.0000,142.0000,0.0000,142.0000,98.0000,8.9052,89.0948,3.9052,362.0000,362.0000,0.0000,362.0000,24.0000,24.0000,0.0000,24.0000,37.0000,37.0000,0.0000,37.0000,88.0000,88.0000,0.0000,88.0000,11.0000,0.0000,11.0000,0.0000,117.0000,119.3500,0.0000,117.0000,30.0000,30.0000,.0000,25.0000,55.0000,55.4408,0.0000,55.0000,365.0000,233.5098,131.4902,0.0000,321.0000,349.7553,0.0000,296.0000,56.0000,15.8268,40.1732,0.0000,2332.6499,2332.6501,0.0000,4338.8501,4338.8501,0.0000,8635.3896,8635.3896,0.0000,16851.3711,16851.3711,0.0000,178.2800,178.2800,0.0000,321.5500,321.5500,0.0000
1981-07,2044.0000,1560.2086,528.2720,1294.0057,33790.2896,33790.2900,.0000,27.0000,0.0000,27.0000,0.0000,82.0000,0.0000,82.0000,0.0000,300.0000,300.0000,.0000,300.0000,24.0000,0.0000,24.0000,0.0000,24.0000,26.8694,0.0000,24.0000,109.0000,115.5266,0.0000,81.0000,11.0000,11.3240,0.0000,7.0056,40.0000,11.7280,28.2720,0.0000,10.0000,10.8400,0.0000,10.0000,57.0000,0.0000,57.0000,0.0000,19.0000,0.0000,19.0000,0.0000,57.0000,57.0000,0.0000,57.0000,93.0000,93.0000,0.0000,93.0000,76.0000,3.0000,73.0000,0.0000,292.0000,292.0000,0.0000,292.0000,11.0000,11.3240,0.0000,0.0000,22.0000,22.0000,0.0000,22.0000,69.0000,69.0000,0.0000,69.0000,8.0000,0.0000,8.0000,0.0000,78.0000,84.9000,0.0000,78.0000,24.0000,4.0000,20.0000,0.0000,30.0000,30.8815,0.0000,30.0000,305.0000,148.0000,157.0000,0.0000,243.0000,268.8151,0.0000,231.0000,33.0000,0.0000,33.0000,0.0000,2332.6499,2332.6499,0.0000,4567.2100,4567.2104,0.0000,8635.3906,8635.3906,0.0000,17738.2891,17738.2891,0.0000,178.2800,178.2800,.0000,338.4700,338.4700,0.0000
1981-08,1357.0000,1185.6306,176.3770,1096.6230,30393.6905,30393.6905,.0000,12.0000,0.0000,12.0000,0.0000,33.0000,33.0000,0.0000,33.0000,243.0000,243.0000,.0000,243.0000,12.0000,12.0000,0.0000,12.0000,22.0000,24.9636,0.0000,22.0000,94.0000,94.0000,0.0000,66.0000,8.0000,8.8720,0.0000,8.0000,18.0000,18.0000,0.0000,18.0000,9.0000,9.3560,0.0000,9.0000,25.0000,25.0000,0.0000,25.0000,9.0000,0.0000,9.0000,0.0000,49.0000,49.0100,0.0000,49.0000,120.0000,120.0000,0.0000,120.0000,33.0000,4.6230,28.3770,3.6230,207.0000,207.0000,0.0000,207.0000,9.0000,9.3560,0.0000,9.0000,21.0000,21.0000,0.0000,21.0000,26.0000,26.0000,0.0000,26.0000,3.0000,0.0000,3.0000,0.0000,39.0000,39.4500,0.0000,39.0000,10.0000,10.0000,0.0000,9.0000,36.0000,36.0000,0.0000,36.0000,163.0000,52.0000,111.0000,0.0000,143.0000,143.0000,.0000,141.0000,13.0000,0.0000,13.0000,0.0000,2332.6499,2332.6499,.0000,3882.1299,3882.1299,0.0000,8635.3906,8635.3906,0.0000,15077.5400,15077.5400,0.0000,178.2800,178.2800,.0000,287.7000,287.7000,0.0000
1981-09,1606.0000,1243.8217,384.8283,1111.7578,25864.8999,25864.8989,0.0016,19.0000,0.0000,19.0000,0.0000,54.0000,25.8426,28.1574,25.8426,271.0000,271.0000,.0000,271.0000,17.0000,0.4000,16.6000,0.0000,23.0000,27.4165,0.0000,23.0000,102.0000,101.5376,0.4624,70.0000,8.0000,8.8720,0.0000,8.0000,25.0000,0.2880,24.7120,0.0000,9.0000,9.3560,0.0000,9.0000,38.0000,0.0000,38.0000,0.0000,12.0000,0.0000,12.0000,0.0000,54.0000,56.4600,0.0000,54.0000,81.0000,81.0000,0.0000,81.0000,50.0000,2.0000,48.0000,0.0000,238.0000,238.0000,0.0000,238.0000,8.0000,8.8720,0.0000,6.9152,23.0000,23.0000,0.0000,23.0000,30.0000,30.0000,0.0000,30.0000,5.0000,0.0000,5.0000,0.0000,59.0000,61.4500,0.0000,59.0000,16.0000,2.0000,14.0000,0.0000,38.0000,38.0000,0.0000,38.0000,224.0000,67.0000,157.0000,0.0000,180.0000,191.2236,0.0000,175.0000,22.0000,0.1034,21.8966,0.0000,2332.6499,2332.6499,0.0000,2968.6797,2968.6797,.0001,8635.3896,8635.3896,.0002,11529.8906,11529.8896,0.0013,178.2800,178.2800,0.0000,220.0100,220.0100,0.0000
1981-10,538.0000,490.4295,80.6042,432.3958,19071.7004,19071.7004,.0000,10.0000,10.0000,0.0000,10.0000,27.0000,27.0000,0.0000,27.0000,18.0000,21.1160,0.0000,18.0000,7.0000,7.0000,0.0000,7.0000,12.0000,14.4347,0.0000,12.0000,59.0000,59.0000,0.0000,42.0000,5.0000,5.4200,0.0000,5.0000,12.0000,12.0000,0.0000,12.0000,5.0000,5.4200,0.0000,5.0000,20.0000,20.0000,0.0000,20.0000,7.0000,0.0000,7.0000,0.0000,28.0000,30.7200,0.0000,28.0000,13.0000,15.0720,0.0000,13.0000,27.0000,27.0000,0.0000,27.0000,28.0000,30.8880,0.0000,28.0000,5.0000,5.4200,0.0000,5.0000,12.0000,12.0000,0.0000,12.0000,7.0000,7.2200,0.0000,7.0000,3.0000,0.0000,3.0000,0.0000,25.0000,28.7500,0.0000,25.0000,8.0000,8.0000,0.0000,7.0000,12.0000,14.4347,0.0000,12.0000,99.0000,38.3958,60.6042,33.3958,79.0000,91.1384,0.0000,77.0000,10.0000,0.0000,10.0000,0.0000,2332.6499,2332.6499,0.0000,1598.5200,1598.5200,.0000,8635.3906,8635.3906,0.0000,6208.3999,6208.3999,0.0000,178.2800,178.2800,.0000,118.4600,118.4600,0.0000
1981-11,7.0000,7.1240,0.0000,6.0000,11146.3196,11146.3196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.1240,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2332.6499,2332.6499,0.0000,0.0000,0.0000,0.0000,8635.3896,8635.3896,0.0000,0.0000,0.0000,0.0000,178.2800,178.2800,0.0000,0.0000,0.0000,0.0000
